"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","text.1","score","very.pos","very.neg","text.2","anger","disgust","fear","joy","sadness","surprise","emotion","pos","neg","pos_neg","polarity"
"1316","@AskSunTrust so now I still don't have a credit card and it's been over 13 days and I have no other way to get money :(",FALSE,0,"BuiltToCrumble","2015-01-28 01:18:22",FALSE,560244976601165824,560245466516815872,38732525,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BuiltToCrumble",0,FALSE,FALSE,NA,NA,"@AskSunTrust so now I still don't have a credit card and it's been over 13 days and I have no other way to get money :(",0,0,0," so now i still dont have a credit card and its been over 13 days and i have no other way to get money ","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","7.34083555412327","sadness","1.03127774142571","18.5054868578024","0.0557282145209216","negative"
"1317","@AskSunTrust basically I wasted my time on the phone trying to solve the situation since nobody knew where my card was shipped too",FALSE,0,"BuiltToCrumble","2015-01-28 01:17:43",FALSE,560244976601165824,560245302158835712,38732525,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BuiltToCrumble",0,FALSE,FALSE,NA,NA,"@AskSunTrust basically I wasted my time on the phone trying to solve the situation since nobody knew where my card was shipped too",-1,0,0," basically i wasted my time on the phone trying to solve the situation since nobody knew where my card was shipped too","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1318","@AskSunTrust &amp; then the next day the card came and you guys cancelled it because it was reported lost since you guys told me it was",FALSE,0,"AskSunTrust","2015-01-28 01:16:25",FALSE,560215277414408192,560244976601165824,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BuiltToCrumble",0,FALSE,FALSE,NA,NA,"@AskSunTrust &amp; then the next day the card came and you guys cancelled it because it was reported lost since you guys told me it was",-1,0,0," amp then the next day the card came and you guys cancelled it because it was reported lost since you guys told me it was","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1319","@AskSunTrust my card was not sent after 11 days to me so I called &amp; they said it was sent to the wrong address. then was on the phone forevr",FALSE,0,"AskSunTrust","2015-01-28 01:15:11",FALSE,560215277414408192,560244663383113728,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BuiltToCrumble",0,FALSE,FALSE,NA,NA,"@AskSunTrust my card was not sent after 11 days to me so I called &amp; they said it was sent to the wrong address. then was on the phone forevr",-1,0,0," my card was not sent after 11 days to me so i called amp they said it was sent to the wrong address then was on the phone forevr","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1320","@AskSunTrust researching files. Also appraisal made several major technical area, forgot rooms, ect",FALSE,0,"AskSunTrust","2015-01-28 01:09:09",FALSE,558278174300467200,560243148174004224,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dayview62",0,FALSE,FALSE,NA,NA,"@AskSunTrust researching files. Also appraisal made several major technical area, forgot rooms, ect",0,0,0," researching files also appraisal made several major technical area forgot rooms ect","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1321","@AskSunTrust yes it says connection was reset I've tried 3 laptops and 3 phones none will connect",FALSE,0,"AskSunTrust","2015-01-28 00:44:23",FALSE,560236423555858432,560236911873503232,68509753,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tipad5050",0,FALSE,FALSE,NA,NA,"@AskSunTrust yes it says connection was reset I've tried 3 laptops and 3 phones none will connect",0,0,0," yes it says connection was reset ive tried 3 laptops and 3 phones none will connect","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.9196623384892","8.78232285939751","2.0404240000485","positive"
"1322","@AskSunTrust I've spoken to technical support and they've walked me through the steps. Online banking back up! Thanks",FALSE,0,"AskSunTrust","2015-01-28 00:42:37",FALSE,560235505443692544,560236467239530496,68509753,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NukkLTL",0,FALSE,FALSE,NA,NA,"@AskSunTrust I've spoken to technical support and they've walked me through the steps. Online banking back up! Thanks",1,0,0," ive spoken to technical support and theyve walked me through the steps online banking back up thanks","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.2265151579293","0.445453222112551","38.6718836070664","positive"
"1323","@AskSunTrust  Hello my name is Tom Padgett just opened an account but cannot axcess your online web site. Is the web site currently down?",FALSE,0,"AskSunTrust","2015-01-28 00:39:52",FALSE,NA,560235776316018688,68509753,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tipad5050",0,FALSE,FALSE,NA,NA,"@AskSunTrust  Hello my name is Tom Padgett just opened an account but cannot axcess your online web site. Is the web site currently down?",0,0,0,"  hello my name is tom padgett just opened an account but cannot axcess your online web site is the web site currently down","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","9.47547003995745","8.78232285939751","1.07892526745566","neutral"
"1324","@AskSunTrust can you help?",FALSE,0,"AskSunTrust","2015-01-27 23:31:26",FALSE,NA,560218554285699072,68509753,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donnadoesphotos",0,FALSE,FALSE,NA,NA,"@AskSunTrust can you help?",0,0,0," can you help","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1325","@AskSunTrust Hi! I have a file that I have been working a short sale on &amp; I need some help. I have left messages and no one calls me back",FALSE,0,"AskSunTrust","2015-01-27 23:31:20",FALSE,NA,560218530084581376,68509753,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donnadoesphotos",0,FALSE,FALSE,NA,NA,"@AskSunTrust Hi! I have a file that I have been working a short sale on &amp; I need some help. I have left messages and no one calls me back",0,0,0," hi i have a file that i have been working a short sale on amp i need some help i have left messages and no one calls me back","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","16.5333679773693","17.8123396772424","0.928197433742679","negative"
"1326","@AskSunTrust yup. Sure have",FALSE,0,"AskSunTrust","2015-01-27 21:56:32",FALSE,560194426816172032,560194672178765824,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dently_bryan",0,FALSE,FALSE,NA,NA,"@AskSunTrust yup. Sure have",0,0,0," yup sure have","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1327","@AskSunTrust yet again! http://t.co/pSTV0jiI83",FALSE,0,"AskSunTrust","2015-01-27 21:53:26",FALSE,NA,560193891044163584,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dently_bryan",0,FALSE,FALSE,NA,NA,"@AskSunTrust yet again! http://t.co/pSTV0jiI83",0,0,0," yet again ","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1328","@AskSunTrust today is the 6th business day and I still haven't gotten my card.... What the fuck is wrong with you guys",FALSE,1,"Christian27P","2015-01-27 20:27:57",FALSE,559095692355190784,560172380903841792,47454156,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Christian27P",0,FALSE,FALSE,NA,NA,"@AskSunTrust today is the 6th business day and I still haven't gotten my card.... What the fuck is wrong with you guys",-2,0,1," today is the 6th business day and i still havent gotten my card what the fuck is wrong with you guys","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1329","@AskSunTrust 12902 North Dale Mabry Highway, Tampa, FL. I appreciate the prompt concern.",FALSE,1,"AskSunTrust","2015-01-27 19:34:25",FALSE,560146991783878656,560158908380381184,68509753,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NeedlerFanPudge",0,FALSE,FALSE,NA,NA,"@AskSunTrust 12902 North Dale Mabry Highway, Tampa, FL. I appreciate the prompt concern.",1,0,0," 12902 north dale mabry highway tampa fl i appreciate the prompt concern","1.46871776464786","3.09234031207392","2.06783599555953","13.6561935556456","1.7277074477352","2.78695866252273","joy","17.2265151579293","9.47547003995745","1.81801167491282","neutral"
"1330","@AskSunTrust eat me.",FALSE,1,"AskSunTrust","2015-01-27 18:41:30",FALSE,560145394559356928,560145589510610944,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brittanykellz",0,FALSE,FALSE,NA,NA,"@AskSunTrust eat me.",0,0,0," eat me","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1331","RT @AskSunTrust: @brittanykellz Hi Brittany, SunTrust here.  Sounds like you're frustrated. If you have ?s about your account, pls let our …",FALSE,0,NA,"2015-01-27 18:41:21",FALSE,NA,560145553603198976,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brittanykellz",1,TRUE,FALSE,NA,NA,"RT @AskSunTrust: @brittanykellz Hi Brittany, SunTrust here.  Sounds like you're frustrated. If you have ?s about your account, pls let our …",0,0,0," hi brittany suntrust here  sounds like youre frustrated if you have s about your account pls let our …","7.34083555412328","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","anger","9.47547003995745","17.8123396772424","0.531961000724885","negative"
"1332","Lmaooo they on it ""@AskSunTrust: @itznaye_HOE Hi, SunTrust here. Sorry to hear we will be losing your business.",FALSE,0,NA,"2015-01-27 15:23:42",FALSE,NA,560095814245416960,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","itznaye_HOE",0,FALSE,FALSE,NA,NA,"Lmaooo they on it ""@AskSunTrust: @itznaye_HOE Hi, SunTrust here. Sorry to hear we will be losing your business.",-2,0,1,"lmaooo they on it   hi suntrust here sorry to hear we will be losing your business","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","2.78695866252273","sadness","9.47547003995745","18.5054868578024","0.512035706640291","negative"
"1333","@AskSunTrust @SunTrust You guys disappointed me again. After 10plus yrs... Are relationship will be over in the spring! #imeanitthistime!",FALSE,0,"AskSunTrust","2015-01-27 03:43:06",FALSE,NA,559919502411177984,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Katsweat",0,FALSE,FALSE,NA,NA,"@AskSunTrust @SunTrust You guys disappointed me again. After 10plus yrs... Are relationship will be over in the spring! #imeanitthistime!",-1,0,0,"  you guys disappointed me again after 10plus yrs are relationship will be over in the spring imeanitthistime","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.9196623384892","9.47547003995745","1.89116342122587","neutral"
"1334","@AskSunTrust Day after day,Hostage Crisis of @USAgov AUTH&amp;Rockefeller Heiress/Kennedy Kin worsens BUT imposter linked 2 @STJAMESAME NOT me.",FALSE,0,"AskSunTrust","2015-01-26 22:51:52",FALSE,NA,559846209196933120,68509753,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KarolinaProjekt",0,FALSE,FALSE,NA,NA,"@AskSunTrust Day after day,Hostage Crisis of @USAgov AUTH&amp;Rockefeller Heiress/Kennedy Kin worsens BUT imposter linked 2 @STJAMESAME NOT me.",-1,0,0," day after dayhostage crisis of  authamprockefeller heiresskennedy kin worsens but imposter linked 2  not me","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1335","@AskSunTrust can u please DM me it's not allowing me to DM u",FALSE,0,"AskSunTrust","2015-01-26 22:10:42",FALSE,559830942983127040,559835851690352640,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArscottZoeann",0,FALSE,FALSE,NA,NA,"@AskSunTrust can u please DM me it's not allowing me to DM u",0,0,0," can u please dm me its not allowing me to dm u","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1336","@AskSunTrust last Tuesday and Wednesday I have received my email Abt my online banking I checked my spam nothing their called verify",FALSE,0,"AskSunTrust","2015-01-26 21:43:16",FALSE,559818663730376704,559828945042800640,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArscottZoeann",0,FALSE,FALSE,NA,NA,"@AskSunTrust last Tuesday and Wednesday I have received my email Abt my online banking I checked my spam nothing their called verify",0,0,0," last tuesday and wednesday i have received my email abt my online banking i checked my spam nothing their called verify","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1337","@AskSunTrust 1/21. The CSR said because it's a new account, it takes a week. That was never stated when I opened it.",FALSE,0,"AskSunTrust","2015-01-26 19:50:12",FALSE,559799980974956544,559800490780024832,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oohmylife",0,FALSE,FALSE,NA,NA,"@AskSunTrust 1/21. The CSR said because it's a new account, it takes a week. That was never stated when I opened it.",0,0,0," 121 the csr said because its a new account it takes a week that was never stated when i opened it","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1338","@AskSunTrust ill be fine if you guys will grant me a checking account now that om in the need of one. I have a prepaid card from netspend.",FALSE,0,"AskSunTrust","2015-01-26 17:58:47",FALSE,502928239757901824,559772451056267264,68509753,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manolethal",0,FALSE,FALSE,NA,NA,"@AskSunTrust ill be fine if you guys will grant me a checking account now that om in the need of one. I have a prepaid card from netspend.",1,0,0," ill be fine if you guys will grant me a checking account now that om in the need of one i have a prepaid card from netspend","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.2265151579293","25.4560621339674","0.676715631320799","negative"
"1339","@AskSunTrust and I needed the money today",FALSE,0,"AskSunTrust","2015-01-26 14:06:11",FALSE,559713726765727744,559713916033708032,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nwhitfield88",0,FALSE,FALSE,NA,NA,"@AskSunTrust and I needed the money today",0,0,0," and i needed the money today","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1340","@AskSunTrust yeah I was just hoping it would finally go through it's been 4 days",FALSE,0,"AskSunTrust","2015-01-26 14:06:02",FALSE,559713726765727744,559713879266439168,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nwhitfield88",0,FALSE,FALSE,NA,NA,"@AskSunTrust yeah I was just hoping it would finally go through it's been 4 days",0,0,0," yeah i was just hoping it would finally go through its been 4 days","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1341","@AskSunTrust I needed the money ASAP and my online banking won't cancel a check I tried to deposit to get the cash online.",FALSE,0,"AskSunTrust","2015-01-26 13:54:24",FALSE,559707445556441088,559710949893238784,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nwhitfield88",0,FALSE,FALSE,NA,NA,"@AskSunTrust I needed the money ASAP and my online banking won't cancel a check I tried to deposit to get the cash online.",0,0,0," i needed the money asap and my online banking wont cancel a check i tried to deposit to get the cash online","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","7.34083555412327","sadness","1.03127774142571","17.8123396772424","0.0578968153601572","negative"
"1342","RT @AskSunTrust: @King2009King Lol - wish we had that kind of power!  It would certainly make Mondays more enjoyable. :D Thanks for the lau…",FALSE,0,NA,"2015-01-26 13:44:49",FALSE,NA,559708541268025344,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","King2009King",1,TRUE,FALSE,NA,NA,"RT @AskSunTrust: @King2009King Lol - wish we had that kind of power!  It would certainly make Mondays more enjoyable. :D Thanks for the lau…",1,0,0," lol  wish we had that kind of power  it would certainly make mondays more enjoyable d thanks for the lau…","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","26.3638546370209","0.445453222112551","59.1843392937894","positive"
"1343","@AskSunTrust the amount is incorrect. I will sort it out tomorrow, thank you <ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>",FALSE,0,"AskSunTrust","2015-01-25 19:38:04",FALSE,559431927485444096,559435050627117056,68509753,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Malgs",0,FALSE,FALSE,NA,NA,"@AskSunTrust the amount is incorrect. I will sort it out tomorrow, thank you <ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>",0,0,0," the amount is incorrect i will sort it out tomorrow thank you edu00a0u00bdedu00b2u00b0","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.9196623384892","8.78232285939751","2.0404240000485","positive"
"1344","RT @AskSunTrust: @Malgs Hello, SunTrust here. We saw your tweet. Was the form printed poorly or was there a question about the information?…",FALSE,0,NA,"2015-01-25 19:36:28",FALSE,NA,559434645830664192,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Malgs",1,TRUE,FALSE,NA,NA,"RT @AskSunTrust: @Malgs Hello, SunTrust here. We saw your tweet. Was the form printed poorly or was there a question about the information?…",-1,0,0," hello suntrust here we saw your tweet was the form printed poorly or was there a question about the information…","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","27.5355036756473","0.0374526557993482","negative"
"1345","@AskSunTrust That's absurd. I've been a customer for 30 years &amp; this makes me want to leave. U already pulled the $ from the check acct too!",FALSE,0,"AskSunTrust","2015-01-25 15:58:32",FALSE,559378159276392448,559379803435180032,68509753,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","HokieTay",0,FALSE,FALSE,NA,NA,"@AskSunTrust That's absurd. I've been a customer for 30 years &amp; this makes me want to leave. U already pulled the $ from the check acct too!",-1,0,0," thats absurd ive been a customer for 30 years amp this makes me want to leave u already pulled the  from the check acct too","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","9.47547003995745","9.47547003995745","1","neutral"
"1346","@AskSunTrust Thanks for placing hold on my check &amp; not even telling me. Good thing I called. Now I have to call tomorrow to get it removed!",FALSE,0,"AskSunTrust","2015-01-25 15:05:12",FALSE,559324848116482048,559366382476079104,68509753,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","HokieTay",0,FALSE,FALSE,NA,NA,"@AskSunTrust Thanks for placing hold on my check &amp; not even telling me. Good thing I called. Now I have to call tomorrow to get it removed!",1,0,0," thanks for placing hold on my check amp not even telling me good thing i called now i have to call tomorrow to get it removed","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","7.34083555412328","7.34083555412327","joy","16.5333679773693","18.5054868578024","0.893430586528906","negative"
