"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","text.1","score","very.pos","very.neg","text.2","anger","disgust","fear","joy","sadness","surprise","emotion","pos","neg","pos_neg","polarity"
"1416","@askBBT YAL are awful... how in the hell does my bank account just go to negative? whatever this issues is needs to be resolved ASAP..",FALSE,0,"askBBT","2015-01-28 03:36:41",FALSE,NA,560280274282749952,407983874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_AyeItsJoshuaa",0,FALSE,FALSE,NA,NA,"@askBBT YAL are awful... how in the hell does my bank account just go to negative? whatever this issues is needs to be resolved ASAP..",-4,0,1," yal are awful how in the hell does my bank account just go to negative whatever this issues is needs to be resolved asap","1.46871776464786","3.09234031207392","7.34083555412328","1.02547755260094","1.7277074477352","7.34083555412327","fear","17.2265151579293","51.8529654069422","0.332218514847425","negative"
"1417","@askBBT who is Bert debit and why were they able to overdraft me on an account that is set up so I can't overdraft.",FALSE,0,"askBBT","2015-01-28 03:09:46",FALSE,NA,560273498804084736,407983874,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chibi_Moon",0,FALSE,FALSE,NA,NA,"@askBBT who is Bert debit and why were they able to overdraft me on an account that is set up so I can't overdraft.",0,0,0," who is bert debit and why were they able to overdraft me on an account that is set up so i cant overdraft","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","8.78232285939751","8.78232285939751","1","neutral"
"1418","@askBBT is this the MOTHER FUCKER that has my money?! #BERTdebit http://t.co/UflgDs5C6D",FALSE,0,"askBBT","2015-01-28 02:30:06",FALSE,NA,560263519120412672,407983874,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BluesBlissful",0,FALSE,FALSE,NA,NA,"@askBBT is this the MOTHER FUCKER that has my money?! #BERTdebit http://t.co/UflgDs5C6D",0,0,0," is this the mother fucker that has my money bertdebit ","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1419","@askBBT Are you serious?!? No explanation of BERT debit. Have a good night? Your customers lost $100 and $1000. Stranded and hungry. Shame.",FALSE,0,"askBBT","2015-01-28 02:22:03",FALSE,560194688318455808,560261492084580352,407983874,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BluesBlissful",0,FALSE,FALSE,NA,NA,"@askBBT Are you serious?!? No explanation of BERT debit. Have a good night? Your customers lost $100 and $1000. Stranded and hungry. Shame.",-1,0,0," are you serious no explanation of bert debit have a good night your customers lost 100 and 1000 stranded and hungry shame","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","7.34083555412328","2.78695866252273","joy","8.78232285939751","35.1792261323723","0.249645140752995","negative"
"1420","@askBBT when is this issue going to be fixed? I was told today...I don't have any other funds than what was in my account!!!",FALSE,0,"askBBT","2015-01-28 00:41:23",FALSE,NA,560236157519540224,407983874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chaunceynicole",0,FALSE,FALSE,NA,NA,"@askBBT when is this issue going to be fixed? I was told today...I don't have any other funds than what was in my account!!!",-1,0,0," when is this issue going to be fixed i was told todayi dont have any other funds than what was in my account","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1421","@askBBT it would be nice to have my funds available!   I do have bills that need to be paid!",FALSE,0,"askBBT","2015-01-28 00:40:43",FALSE,NA,560235991697752064,407983874,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","TeamFurman",0,FALSE,FALSE,NA,NA,"@askBBT it would be nice to have my funds available!   I do have bills that need to be paid!",2,1,0," it would be nice to have my funds available   i do have bills that need to be paid","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","9.47547003995745","8.78232285939751","1.07892526745566","neutral"
"1422","Since I can't talk to anyone about the problem over the phone when should I get reimbursed for funds magically disappearing @askBBT",FALSE,0,NA,"2015-01-27 23:43:56",FALSE,NA,560221700894507008,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lucas__Ryan",0,FALSE,FALSE,NA,NA,"Since I can't talk to anyone about the problem over the phone when should I get reimbursed for funds magically disappearing @askBBT",-1,0,0,"since i cant talk to anyone about the problem over the phone when should i get reimbursed for funds magically disappearing ","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","7.34083555412327","sadness","1.03127774142571","17.8123396772424","0.0578968153601572","negative"
"1423","Hey @askBBT at the beginning of the day, I didn't have problems....now, All of the sudden I'm missing $400. #waytofixit",FALSE,0,NA,"2015-01-27 21:56:54",FALSE,NA,560194765908881408,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JillianNlove",0,FALSE,FALSE,NA,NA,"Hey @askBBT at the beginning of the day, I didn't have problems....now, All of the sudden I'm missing $400. #waytofixit",0,0,0,"hey  at the beginning of the day i didnt have problemsnow all of the sudden im missing 400 waytofixit","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1424","@chaunceynicole @askBBT really inconvenient having money missing out of my account the day before my boyfriend's bday!",FALSE,0,"chaunceynicole","2015-01-27 20:51:58",FALSE,560177688498151424,560178425525440512,163881934,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chaunceynicole",0,FALSE,FALSE,NA,NA,"@chaunceynicole @askBBT really inconvenient having money missing out of my account the day before my boyfriend's bday!",0,0,0,"  really inconvenient having money missing out of my account the day before my boyfriends bday","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","17.8123396772424","0.0578968153601572","negative"
"1425","@askBBT I called the branch twice today for answers... still waiting on call back. Thanks for the online support. Will this get fixed soon?",FALSE,0,"askBBT","2015-01-27 20:43:15",FALSE,NA,560176229819895808,407983874,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ADLowry",0,FALSE,FALSE,0,0,"@askBBT I called the branch twice today for answers... still waiting on call back. Thanks for the online support. Will this get fixed soon?",1,0,0," i called the branch twice today for answers still waiting on call back thanks for the online support will this get fixed soon","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","7.34083555412327","sadness","25.670707456461","18.5054868578024","1.38719438476365","neutral"
"1426","@askBBT thanks for stealing my money today",FALSE,0,"askBBT","2015-01-27 20:38:12",FALSE,NA,560174958551527424,407983874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Seth710",0,FALSE,FALSE,NA,NA,"@askBBT thanks for stealing my money today",-1,0,0," thanks for stealing my money today","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1427","@askBBT very strange. I followed you but no worries. Thanks!",FALSE,0,"askBBT","2015-01-27 20:03:47",FALSE,560163326932824064,560166296034476032,407983874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrjadesalazar",0,FALSE,FALSE,NA,NA,"@askBBT very strange. I followed you but no worries. Thanks!",-2,0,1," very strange i followed you but no worries thanks","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","18.5054868578024","0.0557282145209216","negative"
"1428","@askBBT Progress on the negative funds?",FALSE,0,"askBBT","2015-01-27 19:53:16",FALSE,NA,560163651639050240,407983874,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tisdale3",0,FALSE,FALSE,NA,NA,"@askBBT Progress on the negative funds?",0,0,0," progress on the negative funds","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","8.78232285939751","8.78232285939751","1","neutral"
"1429","RT @askBBT: @SoBonnieNoClyde We r sorry for the frustration. We are working quickly to address the matter &amp; the issue should be corrected l…",FALSE,0,NA,"2015-01-27 19:50:26",FALSE,NA,560162936719949824,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SoBonnieNoClyde",1,TRUE,FALSE,NA,NA,"RT @askBBT: @SoBonnieNoClyde We r sorry for the frustration. We are working quickly to address the matter &amp; the issue should be corrected l…",-3,0,1," we r sorry for the frustration we are working quickly to address the matter amp the issue should be corrected l…","7.34083555412328","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","2.78695866252273","anger","1.03127774142571","18.5054868578024","0.0557282145209216","negative"
"1430","@askBBT just checked and mine is fixed! Yay!!",FALSE,0,"askBBT","2015-01-27 19:35:26",FALSE,560156573612642304,560159165533143040,407983874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrjadesalazar",0,FALSE,FALSE,NA,NA,"@askBBT just checked and mine is fixed! Yay!!",1,0,0," just checked and mine is fixed yay","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1431","@askBBT ok so now that I have no @netflix thanks to you I guess my only choice is to wait!",FALSE,0,"askBBT","2015-01-27 19:18:50",FALSE,560152754065506304,560154984806092800,407983874,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BecaaspiringSFX",0,FALSE,FALSE,NA,NA,"@askBBT ok so now that I have no @netflix thanks to you I guess my only choice is to wait!",0,0,0," ok so now that i have no  thanks to you i guess my only choice is to wait","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1432","@askBBT GET IT TOGETHER !!!! you got me out here looking stupid ! Put my money back in my account now or I'm switching to BOA!",FALSE,0,"askBBT","2015-01-27 19:07:25",FALSE,NA,560152112899047424,407983874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SoBonnieNoClyde",0,FALSE,FALSE,-78.98076487,33.78443998,"@askBBT GET IT TOGETHER !!!! you got me out here looking stupid ! Put my money back in my account now or I'm switching to BOA!",-1,0,0," get it together  you got me out here looking stupid  put my money back in my account now or im switching to boa","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","7.34083555412328","11.8947124457238","surprise","17.2265151579293","26.8423564950873","0.641766126646967","negative"
"1433","I will be sending @askBBT an NSF notice and accompanying bill for over-drafting me erroneously. It's only fair. http://t.co/8h02wuEoWF",FALSE,0,NA,"2015-01-27 18:47:50",FALSE,NA,560147186194055168,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","loranstefani",0,FALSE,FALSE,0,0,"I will be sending @askBBT an NSF notice and accompanying bill for over-drafting me erroneously. It's only fair. http://t.co/8h02wuEoWF",0,0,0,"i will be sending  an nsf notice and accompanying bill for overdrafting me erroneously its only fair ","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","24.9775602759011","9.47547003995745","2.63602334982563","positive"
"1434","@askBBT what am I supposed to do while you figure out your overdraft error? How long is this supposed to take? #somuch4overdrftprotection",FALSE,0,"askBBT","2015-01-27 18:47:15",FALSE,NA,560147038395179008,407983874,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BecaaspiringSFX",0,FALSE,FALSE,NA,NA,"@askBBT what am I supposed to do while you figure out your overdraft error? How long is this supposed to take? #somuch4overdrftprotection",-1,0,0," what am i supposed to do while you figure out your overdraft error how long is this supposed to take somuch4overdrftprotection","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","34.4860789518123","0.029904175040216","negative"
"1435","@askBBT My bank account’s current total makes me feel completely &amp; totally NOT secure, but ok.",FALSE,0,"askBBT","2015-01-27 18:39:44",FALSE,560143072101928960,560145146353041408,407983874,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Jordan_Pack",0,FALSE,FALSE,NA,NA,"@askBBT My bank account’s current total makes me feel completely &amp; totally NOT secure, but ok.",1,0,0," my bank account’s current total makes me feel completely amp totally not secure but ok","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","8.78232285939751","17.1191924966825","0.513010345616444","negative"
"1436","@askBBT While you’re “hoping” to correct it by today, I’m “hoping” to find a better bank with better security",FALSE,0,"askBBT","2015-01-27 18:26:51",FALSE,NA,560141902964867072,407983874,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Jordan_Pack",0,FALSE,FALSE,NA,NA,"@askBBT While you’re “hoping” to correct it by today, I’m “hoping” to find a better bank with better security",3,1,0," while you’re “hoping” to correct it by today i’m “hoping” to find a better bank with better security","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","24.9775602759011","8.78232285939751","2.84407219773","positive"
"1437","@askBBT *HUGE SIGH* at “hoping to have this corrected”",FALSE,0,"askBBT","2015-01-27 18:24:54",FALSE,560140285846781952,560141413095317504,407983874,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Jordan_Pack",0,FALSE,FALSE,NA,NA,"@askBBT *HUGE SIGH* at “hoping to have this corrected”",0,0,0," huge sigh at “hoping to have this corrected”","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1438","@askBBT I don’t even understand how I was affected by this issue when I didn’t even use my card yesterday.",FALSE,0,"askBBT","2015-01-27 18:13:03",FALSE,NA,560138429133258752,407983874,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Jordan_Pack",0,FALSE,FALSE,NA,NA,"@askBBT I don’t even understand how I was affected by this issue when I didn’t even use my card yesterday.",-1,0,0," i don’t even understand how i was affected by this issue when i didn’t even use my card yesterday","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.2265151579293","0.445453222112551","38.6718836070664","positive"
"1439","@askBBT Will this even be fixed today? I have been checking my account every hour &amp; I still have nothing.",FALSE,0,"askBBT","2015-01-27 18:12:05",FALSE,560069556228857856,560138187713314816,407983874,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Jordan_Pack",0,FALSE,FALSE,NA,NA,"@askBBT Will this even be fixed today? I have been checking my account every hour &amp; I still have nothing.",0,0,0," will this even be fixed today i have been checking my account every hour amp i still have nothing","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.2265151579293","8.78232285939751","1.96149873259283","neutral"
"1440","@askBBT but in happier news, the negative $500 account means I can't get to work. Thanks for the day off. ?",FALSE,0,"askBBT","2015-01-27 17:15:07",FALSE,560067379259248640,560123849602506752,407983874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrjadesalazar",0,FALSE,FALSE,NA,NA,"@askBBT but in happier news, the negative $500 account means I can't get to work. Thanks for the day off. ?",1,0,0," but in happier news the negative 500 account means i cant get to work thanks for the day off ","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","7.34083555412328","7.34083555412327","sadness","9.47547003995745","26.1492093145274","0.362361627305239","negative"
"1441","@askBBT you should announce this on your website so people don't have to be on hold for 45 mins, after they're publicly declined.",FALSE,0,"askBBT","2015-01-27 17:14:11",FALSE,560067379259248640,560123614889254912,407983874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrjadesalazar",0,FALSE,FALSE,NA,NA,"@askBBT you should announce this on your website so people don't have to be on hold for 45 mins, after they're publicly declined.",0,0,0," you should announce this on your website so people dont have to be on hold for 45 mins after theyre publicly declined","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1442","@askBBT done effed up big time",FALSE,0,"askBBT","2015-01-27 17:08:25",FALSE,NA,560122163840434176,407983874,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","little___ghost",0,FALSE,FALSE,NA,NA,"@askBBT done effed up big time",0,0,0," done effed up big time","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1443","RT @PillarChrista: @askBBT  would be nice if you could inform your costumers about the glitch that happened over night #Almosthadaheartatta…",FALSE,0,NA,"2015-01-27 17:07:50",FALSE,NA,560122017916416000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrjadesalazar",1,TRUE,FALSE,NA,NA,"RT @PillarChrista: @askBBT  would be nice if you could inform your costumers about the glitch that happened over night #Almosthadaheartatta…",0,0,0,"  would be nice if you could inform your costumers about the glitch that happened over night almosthadaheartatta…","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.2265151579293","8.78232285939751","1.96149873259283","neutral"
"1444","@askBBT  would be nice if you could inform your costumers about the glitch that happened over night #Almosthadaheartattack",FALSE,1,"askBBT","2015-01-27 16:36:03",FALSE,NA,560114019403857920,407983874,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PillarChrista",1,FALSE,FALSE,NA,NA,"@askBBT  would be nice if you could inform your costumers about the glitch that happened over night #Almosthadaheartattack",0,0,0,"  would be nice if you could inform your costumers about the glitch that happened over night almosthadaheartattack","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.2265151579293","8.78232285939751","1.96149873259283","neutral"
"1445","@askBBT Alright thank you so much",FALSE,0,"askBBT","2015-01-27 16:28:55",FALSE,560108840977702912,560112225466478592,407983874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","strikeoutboy",0,FALSE,FALSE,NA,NA,"@askBBT Alright thank you so much",1,0,0," alright thank you so much","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1446","@askBBT  would be nice if you had an email put out to all your costumers about the Posting issue that happened over night, #bb&amp;t",FALSE,0,"askBBT","2015-01-27 16:26:47",FALSE,NA,560111686959775744,407983874,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PillarChrista",0,FALSE,FALSE,NA,NA,"@askBBT  would be nice if you had an email put out to all your costumers about the Posting issue that happened over night, #bb&amp;t",0,0,0,"  would be nice if you had an email put out to all your costumers about the posting issue that happened over night bbampt","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1447","Money still has yet to return to my account! I’m overdue for a bank switch! @askBBT",FALSE,0,NA,"2015-01-27 16:19:35",FALSE,NA,560109876589125632,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Jordan_Pack",0,FALSE,FALSE,NA,NA,"Money still has yet to return to my account! I’m overdue for a bank switch! @askBBT",-1,0,0,"money still has yet to return to my account i’m overdue for a bank switch ","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","26.1492093145274","0.0394381997949273","negative"
"1448","@askBBT When do you think Apple Pay will be supported on the LEAP card?",FALSE,0,"askBBT","2015-01-27 16:06:49",FALSE,NA,560106663118917632,407983874,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","strikeoutboy",0,FALSE,FALSE,NA,NA,"@askBBT When do you think Apple Pay will be supported on the LEAP card?",1,0,0," when do you think apple pay will be supported on the leap card","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","17.9196623384892","9.47547003995745","1.89116342122587","neutral"
"1449","@askBBT Long phone hold times... I'm guessing I'm not the only one showing incorrect negative balances in my account? ETA on a fix?",FALSE,1,"askBBT","2015-01-27 16:00:15",FALSE,NA,560105011544203264,407983874,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JRLDigMediaPro",0,FALSE,FALSE,NA,NA,"@askBBT Long phone hold times... I'm guessing I'm not the only one showing incorrect negative balances in my account? ETA on a fix?",-2,0,1," long phone hold times im guessing im not the only one showing incorrect negative balances in my account eta on a fix","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","34.4860789518123","0.029904175040216","negative"
